date,department,week,period,value
7/29/2020,NARIÑO,31,8,1
7/29/2020,RISARALDA,31,8,1
7/29/2020,VALLE DEL CAUCA,31,8,1
7/29/2020,RISARALDA,31,8,1
7/29/2020,CUNDINAMARCA,31,8,1
7/29/2020,NARIÑO,31,8,1
7/29/2020,NORTE SANTANDER,31,8,1
7/29/2020,TOLIMA,31,8,1
7/29/2020,ATLANTICO,31,8,1
7/29/2020,CORDOBA,31,8,1
7/29/2020,ANTIOQUIA,31,8,1
7/29/2020,CUNDINAMARCA,31,8,1
7/29/2020,BOGOTA DC,31,8,1
7/29/2020,BOGOTA DC,31,8,1
7/29/2020,BOGOTA DC,31,8,1
7/29/2020,BOGOTA DC,31,8,1
7/29/2020,BOGOTA DC,31,8,1
7/29/2020,BOGOTA DC,31,8,1
7/29/2020,SANTANDER,31,8,1
7/29/2020,SANTANDER,31,8,1
7/29/2020,VALLE DEL CAUCA,31,8,1
7/29/2020,CORDOBA,31,8,1
7/29/2020,ANTIOQUIA,31,8,1
7/29/2020,ANTIOQUIA,31,8,1
7/29/2020,ANTIOQUIA,31,8,1
7/29/2020,CORDOBA,31,8,1
7/29/2020,NORTE SANTANDER,31,8,1
7/29/2020,CORDOBA,31,8,1
7/29/2020,NORTE SANTANDER,31,8,1
7/29/2020,TOLIMA,31,8,1
7/29/2020,VALLE DEL CAUCA,31,8,1
7/29/2020,NORTE SANTANDER,31,8,1
7/29/2020,LA GUAJIRA,31,8,1
7/29/2020,BOGOTA DC,31,8,1
7/29/2020,BOGOTA DC,31,8,1
7/29/2020,BOGOTA DC,31,8,1
7/29/2020,BOGOTA DC,31,8,1
7/29/2020,BOGOTA DC,31,8,1
7/29/2020,BOGOTA DC,31,8,1
7/29/2020,BOGOTA DC,31,8,1
7/29/2020,BOGOTA DC,31,8,1
7/29/2020,ANTIOQUIA,31,8,1
7/29/2020,RISARALDA,31,8,1
7/29/2020,BOGOTA DC,31,8,1
7/29/2020,BOGOTA DC,31,8,1
7/29/2020,BOGOTA DC,31,8,1
7/29/2020,BOGOTA DC,31,8,1
7/29/2020,META,31,8,1
7/29/2020,CORDOBA,31,8,1
7/29/2020,CORDOBA,31,8,1
7/29/2020,ANTIOQUIA,31,8,1
7/29/2020,CORDOBA,31,8,1
7/29/2020,PUTUMAYO,31,8,1
7/29/2020,CORDOBA,31,8,1
7/29/2020,BOGOTA DC,31,8,1
7/29/2020,SANTANDER,31,8,1
7/29/2020,MAGDALENA,31,8,1
7/29/2020,NORTE SANTANDER,31,8,1
7/29/2020,NORTE SANTANDER,31,8,1
7/29/2020,MAGDALENA,31,8,1
7/29/2020,PUTUMAYO,31,8,1
7/29/2020,NORTE SANTANDER,31,8,1
7/29/2020,BOGOTA DC,31,8,1
7/29/2020,NARIÑO,31,8,1
7/29/2020,SANTANDER,31,8,1
7/29/2020,SANTANDER,31,8,1
7/29/2020,MAGDALENA,31,8,1
7/29/2020,ANTIOQUIA,31,8,1
7/29/2020,CUNDINAMARCA,31,8,1
7/29/2020,BOGOTA DC,31,8,1
7/29/2020,BOGOTA DC,31,8,1
7/29/2020,BOGOTA DC,31,8,1
7/29/2020,BOGOTA DC,31,8,1
7/29/2020,SANTANDER,31,8,1
7/29/2020,MAGDALENA,31,8,1
7/29/2020,VALLE DEL CAUCA,31,8,1
7/29/2020,NORTE SANTANDER,31,8,1
7/29/2020,VALLE DEL CAUCA,31,8,1
7/29/2020,VALLE DEL CAUCA,31,8,1
7/29/2020,BOGOTA DC,31,8,1
7/29/2020,ATLANTICO,31,8,1
7/29/2020,VALLE DEL CAUCA,31,8,1
7/29/2020,CORDOBA,31,8,1
7/29/2020,ANTIOQUIA,31,8,1
7/29/2020,VALLE DEL CAUCA,31,8,1
7/29/2020,CORDOBA,31,8,1
7/29/2020,CUNDINAMARCA,31,8,1
7/29/2020,CORDOBA,31,8,1
7/29/2020,HUILA,31,8,1
7/29/2020,PUTUMAYO,31,8,1
7/29/2020,CORDOBA,31,8,1
7/29/2020,NORTE SANTANDER,31,8,1
7/29/2020,BOGOTA DC,31,8,1
7/29/2020,CORDOBA,31,8,1
7/29/2020,LA GUAJIRA,31,8,1
7/29/2020,ANTIOQUIA,31,8,1
7/29/2020,ANTIOQUIA,31,8,1
7/29/2020,CORDOBA,31,8,1
7/29/2020,CUNDINAMARCA,31,8,1
7/29/2020,BOGOTA DC,31,8,1
7/29/2020,BOGOTA DC,31,8,1
7/29/2020,ANTIOQUIA,31,8,1
7/29/2020,CORDOBA,31,8,1
7/29/2020,CAQUETA,31,8,1
7/29/2020,SUCRE,31,8,1
7/29/2020,ATLANTICO,31,8,1
7/29/2020,NORTE SANTANDER,31,8,1
7/29/2020,CORDOBA,31,8,1
7/29/2020,BOGOTA DC,31,8,1
7/29/2020,CORDOBA,31,8,1
7/29/2020,CASANARE,31,8,1
7/29/2020,NARIÑO,31,8,1
7/29/2020,CUNDINAMARCA,31,8,1
7/29/2020,VALLE DEL CAUCA,31,8,1
7/29/2020,ATLANTICO,31,8,1
7/29/2020,NORTE SANTANDER,31,8,1
7/29/2020,MAGDALENA,31,8,1
7/29/2020,BOLIVAR,31,8,1
7/29/2020,CORDOBA,31,8,1
7/29/2020,CORDOBA,31,8,1
7/29/2020,MAGDALENA,31,8,1
7/29/2020,CORDOBA,31,8,1
7/29/2020,MAGDALENA,31,8,1
7/29/2020,SUCRE,31,8,1
7/29/2020,SUCRE,31,8,1
7/29/2020,CORDOBA,31,8,1
7/30/2020,MAGDALENA,31,8,1
7/30/2020,VALLE DEL CAUCA,31,8,1
7/30/2020,ANTIOQUIA,31,8,1
7/30/2020,ANTIOQUIA,31,8,1
7/30/2020,SUCRE,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,CORDOBA,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,ANTIOQUIA,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,VALLE DEL CAUCA,31,8,1
7/30/2020,ATLANTICO,31,8,1
7/30/2020,ANTIOQUIA,31,8,1
7/30/2020,SANTANDER,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,CORDOBA,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,CUNDINAMARCA,31,8,1
7/30/2020,CHOCO,31,8,1
7/30/2020,ATLANTICO,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,ATLANTICO,31,8,1
7/30/2020,MAGDALENA,31,8,1
7/30/2020,ANTIOQUIA,31,8,1
7/30/2020,CUNDINAMARCA,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,ATLANTICO,31,8,1
7/30/2020,CUNDINAMARCA,31,8,1
7/30/2020,VALLE DEL CAUCA,31,8,1
7/30/2020,ATLANTICO,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,ATLANTICO,31,8,1
7/30/2020,ANTIOQUIA,31,8,1
7/30/2020,CORDOBA,31,8,1
7/30/2020,ATLANTICO,31,8,1
7/30/2020,CUNDINAMARCA,31,8,1
7/30/2020,LA GUAJIRA,31,8,1
7/30/2020,VALLE DEL CAUCA,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,SANTANDER,31,8,1
7/30/2020,CORDOBA,31,8,1
7/30/2020,ATLANTICO,31,8,1
7/30/2020,ATLANTICO,31,8,1
7/30/2020,CUNDINAMARCA,31,8,1
7/30/2020,CUNDINAMARCA,31,8,1
7/30/2020,CAQUETA,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOLIVAR,31,8,1
7/30/2020,CUNDINAMARCA,31,8,1
7/30/2020,CORDOBA,31,8,1
7/30/2020,NARIÑO,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,ANTIOQUIA,31,8,1
7/30/2020,VALLE DEL CAUCA,31,8,1
7/30/2020,VALLE DEL CAUCA,31,8,1
7/30/2020,CAUCA,31,8,1
7/30/2020,VALLE DEL CAUCA,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,ANTIOQUIA,31,8,1
7/30/2020,ANTIOQUIA,31,8,1
7/30/2020,CESAR,31,8,1
7/30/2020,ANTIOQUIA,31,8,1
7/30/2020,CALDAS,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,NARIÑO,31,8,1
7/30/2020,SANTANDER,31,8,1
7/30/2020,CAUCA,31,8,1
7/30/2020,CUNDINAMARCA,31,8,1
7/30/2020,ANTIOQUIA,31,8,1
7/30/2020,HUILA,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,RISARALDA,31,8,1
7/30/2020,MAGDALENA,31,8,1
7/30/2020,SANTANDER,31,8,1
7/30/2020,MAGDALENA,31,8,1
7/30/2020,NORTE SANTANDER,31,8,1
7/30/2020,SUCRE,31,8,1
7/30/2020,SUCRE,31,8,1
7/30/2020,BOLIVAR,31,8,1
7/30/2020,ANTIOQUIA,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,CORDOBA,31,8,1
7/30/2020,META,31,8,1
7/30/2020,ANTIOQUIA,31,8,1
7/30/2020,ANTIOQUIA,31,8,1
7/30/2020,NORTE SANTANDER,31,8,1
7/30/2020,LA GUAJIRA,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,ANTIOQUIA,31,8,1
7/30/2020,NARIÑO,31,8,1
7/30/2020,CUNDINAMARCA,31,8,1
7/30/2020,SANTANDER,31,8,1
7/30/2020,SANTANDER,31,8,1
7/30/2020,ANTIOQUIA,31,8,1
7/30/2020,ANTIOQUIA,31,8,1
7/30/2020,BOLIVAR,31,8,1
7/30/2020,SANTANDER,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,VALLE DEL CAUCA,31,8,1
7/30/2020,VALLE DEL CAUCA,31,8,1
7/30/2020,PUTUMAYO,31,8,1
7/30/2020,VALLE DEL CAUCA,31,8,1
7/30/2020,NARIÑO,31,8,1
7/30/2020,ANTIOQUIA,31,8,1
7/30/2020,CORDOBA,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,SUCRE,31,8,1
7/30/2020,CORDOBA,31,8,1
7/30/2020,ANTIOQUIA,31,8,1
7/30/2020,ANTIOQUIA,31,8,1
7/30/2020,CAQUETA,31,8,1
7/30/2020,MAGDALENA,31,8,1
7/30/2020,RISARALDA,31,8,1
7/30/2020,VALLE DEL CAUCA,31,8,1
7/30/2020,BOLIVAR,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,SANTANDER,31,8,1
7/30/2020,CAQUETA,31,8,1
7/30/2020,CUNDINAMARCA,31,8,1
7/30/2020,ANTIOQUIA,31,8,1
7/30/2020,NORTE SANTANDER,31,8,1
7/30/2020,NARIÑO,31,8,1
7/30/2020,ANTIOQUIA,31,8,1
7/30/2020,ANTIOQUIA,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,CUNDINAMARCA,31,8,1
7/30/2020,CAUCA,31,8,1
7/30/2020,SANTANDER,31,8,1
7/30/2020,ANTIOQUIA,31,8,1
7/30/2020,ANTIOQUIA,31,8,1
7/30/2020,VALLE DEL CAUCA,31,8,1
7/30/2020,SANTANDER,31,8,1
7/30/2020,META,31,8,1
7/30/2020,CUNDINAMARCA,31,8,1
7/30/2020,META,31,8,1
7/30/2020,ATLANTICO,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,CESAR,31,8,1
7/30/2020,NORTE SANTANDER,31,8,1
7/30/2020,ATLANTICO,31,8,1
7/30/2020,ATLANTICO,31,8,1
7/30/2020,CORDOBA,31,8,1
7/30/2020,ANTIOQUIA,31,8,1
7/30/2020,TOLIMA,31,8,1
7/30/2020,SANTANDER,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,ANTIOQUIA,31,8,1
7/30/2020,ANTIOQUIA,31,8,1
7/30/2020,SANTANDER,31,8,1
7/30/2020,CUNDINAMARCA,31,8,1
7/30/2020,VALLE DEL CAUCA,31,8,1
7/30/2020,CORDOBA,31,8,1
7/30/2020,LA GUAJIRA,31,8,1
7/30/2020,VALLE DEL CAUCA,31,8,1
7/30/2020,ANTIOQUIA,31,8,1
7/30/2020,META,31,8,1
7/30/2020,VALLE DEL CAUCA,31,8,1
7/30/2020,VALLE DEL CAUCA,31,8,1
7/30/2020,ANTIOQUIA,31,8,1
7/30/2020,NARIÑO,31,8,1
7/30/2020,NORTE SANTANDER,31,8,1
7/30/2020,ANTIOQUIA,31,8,1
7/30/2020,VALLE DEL CAUCA,31,8,1
7/30/2020,NARIÑO,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,VALLE DEL CAUCA,31,8,1
7/30/2020,CUNDINAMARCA,31,8,1
7/30/2020,CORDOBA,31,8,1
7/30/2020,CORDOBA,31,8,1
7/30/2020,CORDOBA,31,8,1
7/30/2020,VALLE DEL CAUCA,31,8,1
7/30/2020,NORTE SANTANDER,31,8,1
7/30/2020,VALLE DEL CAUCA,31,8,1
7/30/2020,NORTE SANTANDER,31,8,1
7/30/2020,CORDOBA,31,8,1
7/30/2020,CORDOBA,31,8,1
7/30/2020,ANTIOQUIA,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,VALLE DEL CAUCA,31,8,1
7/30/2020,CAUCA,31,8,1
7/30/2020,PUTUMAYO,31,8,1
7/30/2020,CAQUETA,31,8,1
7/30/2020,CUNDINAMARCA,31,8,1
7/30/2020,CAQUETA,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOLIVAR,31,8,1
7/30/2020,ANTIOQUIA,31,8,1
7/30/2020,CUNDINAMARCA,31,8,1
7/30/2020,SANTANDER,31,8,1
7/30/2020,ANTIOQUIA,31,8,1
7/30/2020,ANTIOQUIA,31,8,1
7/30/2020,ANTIOQUIA,31,8,1
7/30/2020,ANTIOQUIA,31,8,1
7/30/2020,CORDOBA,31,8,1
7/30/2020,CORDOBA,31,8,1
7/30/2020,BOLIVAR,31,8,1
7/30/2020,ANTIOQUIA,31,8,1
7/30/2020,SANTANDER,31,8,1
7/30/2020,SANTANDER,31,8,1
7/30/2020,CORDOBA,31,8,1
7/30/2020,CORDOBA,31,8,1
7/30/2020,ATLANTICO,31,8,1
7/30/2020,NORTE SANTANDER,31,8,1
7/30/2020,NORTE SANTANDER,31,8,1
7/30/2020,ATLANTICO,31,8,1
7/30/2020,ATLANTICO,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,VALLE DEL CAUCA,31,8,1
7/30/2020,NARIÑO,31,8,1
7/30/2020,NORTE SANTANDER,31,8,1
7/30/2020,MAGDALENA,31,8,1
7/30/2020,CAQUETA,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,SANTANDER,31,8,1
7/30/2020,CORDOBA,31,8,1
7/30/2020,ANTIOQUIA,31,8,1
7/30/2020,NARIÑO,31,8,1
7/30/2020,SANTANDER,31,8,1
7/30/2020,NARIÑO,31,8,1
7/30/2020,NARIÑO,31,8,1
7/30/2020,NORTE SANTANDER,31,8,1
7/30/2020,VALLE DEL CAUCA,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,CESAR,31,8,1
7/30/2020,MAGDALENA,31,8,1
7/30/2020,SANTANDER,31,8,1
7/30/2020,SANTANDER,31,8,1
7/30/2020,TOLIMA,31,8,1
7/30/2020,ANTIOQUIA,31,8,1
7/30/2020,VALLE DEL CAUCA,31,8,1
7/30/2020,VALLE DEL CAUCA,31,8,1
7/30/2020,CORDOBA,31,8,1
7/30/2020,CORDOBA,31,8,1
7/30/2020,CORDOBA,31,8,1
7/30/2020,CORDOBA,31,8,1
7/30/2020,CUNDINAMARCA,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,PUTUMAYO,31,8,1
7/30/2020,PUTUMAYO,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,ANTIOQUIA,31,8,1
7/30/2020,CORDOBA,31,8,1
7/30/2020,ATLANTICO,31,8,1
7/30/2020,ANTIOQUIA,31,8,1
7/30/2020,VALLE DEL CAUCA,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,CORDOBA,31,8,1
7/30/2020,CORDOBA,31,8,1
7/30/2020,VALLE DEL CAUCA,31,8,1
7/30/2020,CORDOBA,31,8,1
7/30/2020,MAGDALENA,31,8,1
7/30/2020,MAGDALENA,31,8,1
7/30/2020,MAGDALENA,31,8,1
7/30/2020,NARIÑO,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,CORDOBA,31,8,1
7/30/2020,ANTIOQUIA,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,ANTIOQUIA,31,8,1
7/30/2020,BOGOTA DC,31,8,1
7/30/2020,CORDOBA,31,8,1
7/30/2020,ATLANTICO,31,8,1
7/30/2020,CORDOBA,31,8,1
7/30/2020,CORDOBA,31,8,1
7/30/2020,CORDOBA,31,8,1
7/30/2020,CORDOBA,31,8,1
7/30/2020,SUCRE,31,8,1
7/30/2020,CORDOBA,31,8,1
7/30/2020,CORDOBA,31,8,1
7/30/2020,VALLE DEL CAUCA,31,8,1
7/31/2020,ANTIOQUIA,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,ATLANTICO,31,8,1
7/31/2020,VALLE DEL CAUCA,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,ATLANTICO,31,8,1
7/31/2020,ATLANTICO,31,8,1
7/31/2020,VALLE DEL CAUCA,31,8,1
7/31/2020,ATLANTICO,31,8,1
7/31/2020,BOLIVAR,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,CUNDINAMARCA,31,8,1
7/31/2020,CORDOBA,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,ANTIOQUIA,31,8,1
7/31/2020,VALLE DEL CAUCA,31,8,1
7/31/2020,VALLE DEL CAUCA,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,SUCRE,31,8,1
7/31/2020,CUNDINAMARCA,31,8,1
7/31/2020,BOLIVAR,31,8,1
7/31/2020,VALLE DEL CAUCA,31,8,1
7/31/2020,CUNDINAMARCA,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,BOLIVAR,31,8,1
7/31/2020,ATLANTICO,31,8,1
7/31/2020,BOLIVAR,31,8,1
7/31/2020,ATLANTICO,31,8,1
7/31/2020,SUCRE,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,RISARALDA,31,8,1
7/31/2020,CORDOBA,31,8,1
7/31/2020,MAGDALENA,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,ANTIOQUIA,31,8,1
7/31/2020,LA GUAJIRA,31,8,1
7/31/2020,NARIÑO,31,8,1
7/31/2020,NARIÑO,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,ATLANTICO,31,8,1
7/31/2020,BOLIVAR,31,8,1
7/31/2020,VALLE DEL CAUCA,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,BOLIVAR,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,ANTIOQUIA,31,8,1
7/31/2020,ANTIOQUIA,31,8,1
7/31/2020,SUCRE,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,CORDOBA,31,8,1
7/31/2020,VALLE DEL CAUCA,31,8,1
7/31/2020,CAUCA,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,SUCRE,31,8,1
7/31/2020,CUNDINAMARCA,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,ANTIOQUIA,31,8,1
7/31/2020,NORTE SANTANDER,31,8,1
7/31/2020,ANTIOQUIA,31,8,1
7/31/2020,NORTE SANTANDER,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,TOLIMA,31,8,1
7/31/2020,VALLE DEL CAUCA,31,8,1
7/31/2020,CUNDINAMARCA,31,8,1
7/31/2020,NORTE SANTANDER,31,8,1
7/31/2020,CUNDINAMARCA,31,8,1
7/31/2020,ATLANTICO,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,META,31,8,1
7/31/2020,NORTE SANTANDER,31,8,1
7/31/2020,CAQUETA,31,8,1
7/31/2020,VALLE DEL CAUCA,31,8,1
7/31/2020,ANTIOQUIA,31,8,1
7/31/2020,CORDOBA,31,8,1
7/31/2020,TOLIMA,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,ANTIOQUIA,31,8,1
7/31/2020,CAQUETA,31,8,1
7/31/2020,SANTANDER,31,8,1
7/31/2020,MAGDALENA,31,8,1
7/31/2020,ANTIOQUIA,31,8,1
7/31/2020,SANTANDER,31,8,1
7/31/2020,SUCRE,31,8,1
7/31/2020,CUNDINAMARCA,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,VALLE DEL CAUCA,31,8,1
7/31/2020,VALLE DEL CAUCA,31,8,1
7/31/2020,NORTE SANTANDER,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,CESAR,31,8,1
7/31/2020,ATLANTICO,31,8,1
7/31/2020,LA GUAJIRA,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,CUNDINAMARCA,31,8,1
7/31/2020,ANTIOQUIA,31,8,1
7/31/2020,ANTIOQUIA,31,8,1
7/31/2020,CASANARE,31,8,1
7/31/2020,ANTIOQUIA,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,ANTIOQUIA,31,8,1
7/31/2020,NARIÑO,31,8,1
7/31/2020,CAUCA,31,8,1
7/31/2020,CAQUETA,31,8,1
7/31/2020,SANTANDER,31,8,1
7/31/2020,BOGOTA DC,31,8,1
7/31/2020,BOGOTA DC,31,8,1
